id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,sprite_png,sprite_svg
761,bounsweet,grass,,42,30,38,30,38,32,3,32,"leaf-guard,oblivious,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/761.svg
762,steenee,grass,,52,40,48,40,48,62,7,82,"leaf-guard,oblivious,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/762.svg
763,tsareena,grass,,72,120,98,50,98,72,12,214,"leaf-guard,queenly-majesty,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/763.svg
764,comfey,fairy,,51,52,90,82,110,100,1,3,"flower-veil,triage,natural-cure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/764.svg
765,oranguru,normal,psychic,90,60,80,90,110,60,15,760,"inner-focus,telepathy,symbiosis",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/765.svg
766,passimian,fighting,,100,120,90,40,60,80,20,828,"receiver,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/766.svg
767,wimpod,bug,water,25,35,40,20,30,80,5,120,wimp-out,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/767.svg
768,golisopod,bug,water,75,125,140,60,90,40,20,1080,emergency-exit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/768.svg
769,sandygast,ghost,ground,55,55,80,70,45,15,5,700,"water-compaction,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/769.svg
770,palossand,ghost,ground,85,75,110,100,75,35,13,2500,"water-compaction,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/770.svg
771,pyukumuku,water,,55,60,130,30,130,5,3,12,"innards-out,unaware",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/771.svg
772,type-null,normal,,95,95,95,95,95,59,19,1205,battle-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/772.svg
773,silvally,normal,,95,95,95,95,95,95,23,1005,rks-system,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/773.svg
774,minior-red-meteor,rock,flying,60,60,100,60,100,60,3,400,shields-down,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/774.svg
775,komala,normal,,65,115,65,75,95,65,4,199,comatose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/775.svg
776,turtonator,fire,dragon,60,78,135,91,85,36,20,2120,shell-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/776.svg
777,togedemaru,electric,steel,65,98,63,40,73,96,3,33,"iron-barbs,lightning-rod,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/777.svg
778,mimikyu-disguised,ghost,fairy,55,90,80,50,105,96,2,7,disguise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/778.svg
779,bruxish,water,psychic,68,105,70,70,70,92,9,190,"dazzling,strong-jaw,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/779.svg
780,drampa,normal,dragon,78,60,85,135,91,36,30,1850,"berserk,sap-sipper,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/780.svg
781,dhelmise,ghost,grass,70,131,100,86,90,40,39,2100,steelworker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/781.svg
782,jangmo-o,dragon,,45,55,65,45,45,45,6,297,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/782.svg
783,hakamo-o,dragon,fighting,55,75,90,65,70,65,12,470,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/783.svg
784,kommo-o,dragon,fighting,75,110,125,100,105,85,16,782,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/784.svg
785,tapu-koko,electric,fairy,70,115,85,95,75,130,18,205,"electric-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/785.svg
786,tapu-lele,psychic,fairy,70,85,75,130,115,95,12,186,"psychic-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/786.svg
787,tapu-bulu,grass,fairy,70,130,115,85,95,75,19,455,"grassy-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/787.svg
788,tapu-fini,water,fairy,70,75,115,95,130,85,13,212,"misty-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/788.svg
789,cosmog,psychic,,43,29,31,29,31,37,2,1,unaware,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/789.svg
790,cosmoem,psychic,,43,29,131,29,131,37,1,9999,sturdy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/790.svg
791,solgaleo,psychic,steel,137,137,107,113,89,97,34,2300,full-metal-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/791.svg
792,lunala,psychic,ghost,137,113,89,137,107,97,40,1200,shadow-shield,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/792.svg
793,nihilego,rock,poison,109,53,47,127,131,103,12,555,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/793.svg
794,buzzwole,bug,fighting,107,139,139,53,53,79,24,3336,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/794.svg
795,pheromosa,bug,fighting,71,137,37,137,37,151,18,250,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/795.svg
796,xurkitree,electric,,83,89,71,173,71,83,38,1000,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/796.svg
797,celesteela,steel,flying,97,101,103,107,101,61,92,9999,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/797.svg
798,kartana,grass,steel,59,181,131,59,31,109,3,1,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/798.svg
799,guzzlord,dark,dragon,223,101,53,97,53,43,55,8880,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/799.svg
800,necrozma,psychic,,97,107,101,127,89,79,24,2300,prism-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/800.svg
801,magearna,steel,fairy,80,95,115,130,115,65,10,805,soul-heart,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/801.svg
802,marshadow,fighting,ghost,90,125,80,90,90,125,7,222,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/802.svg
803,poipole,poison,,67,73,67,73,67,73,6,18,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/803.svg
804,naganadel,poison,dragon,73,73,73,127,73,121,36,1500,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/804.svg
805,stakataka,rock,steel,61,131,211,53,101,13,55,8200,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/805.svg
806,blacephalon,fire,ghost,53,127,53,151,79,107,18,130,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/806.svg
807,zeraora,electric,,88,112,75,102,80,143,15,445,volt-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/807.svg
808,meltan,steel,,46,65,65,55,35,34,2,80,magnet-pull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/808.svg
809,melmetal,steel,,135,143,143,80,65,34,25,8000,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/809.svg
810,grookey,grass,,50,65,50,40,40,65,3,50,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/810.svg
811,thwackey,grass,,70,85,70,55,60,80,7,140,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/811.svg
812,rillaboom,grass,,100,125,90,60,70,85,21,900,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/812.svg
813,scorbunny,fire,,50,71,40,40,40,69,3,45,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/813.svg
814,raboot,fire,,65,86,60,55,60,94,6,90,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/814.svg
815,cinderace,fire,,80,116,75,65,75,119,14,330,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/815.svg
816,sobble,water,,50,40,40,70,40,70,3,40,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/816.svg
817,drizzile,water,,65,60,55,95,55,90,7,115,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/817.svg
818,inteleon,water,,70,85,65,125,65,120,19,452,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/818.svg
819,skwovet,normal,,70,55,55,35,35,25,3,25,"cheek-pouch,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/819.svg
820,greedent,normal,,120,95,95,55,75,20,6,60,"cheek-pouch,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/820.svg
821,rookidee,flying,,38,47,35,33,35,57,2,18,"keen-eye,unnerve,big-pecks",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/821.svg
822,corvisquire,flying,,68,67,55,43,55,77,8,160,"keen-eye,unnerve,big-pecks",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/822.svg
823,corviknight,flying,steel,98,87,105,53,85,67,22,750,"pressure,unnerve,mirror-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/823.svg
824,blipbug,bug,,25,20,20,25,45,45,4,80,"swarm,compound-eyes,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/824.svg
825,dottler,bug,psychic,50,35,80,50,90,30,4,195,"swarm,compound-eyes,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/825.svg
826,orbeetle,bug,psychic,60,45,110,80,120,90,4,408,"swarm,frisk,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/826.svg
827,nickit,dark,,40,28,28,47,52,50,6,89,"run-away,unburden,stakeout",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/827.svg
828,thievul,dark,,70,58,58,87,92,90,12,199,"run-away,unburden,stakeout",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/828.svg
829,gossifleur,grass,,40,40,60,40,60,10,4,22,"cotton-down,regenerator,effect-spore",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/829.svg
830,eldegoss,grass,,60,50,90,80,120,60,5,25,"cotton-down,regenerator,effect-spore",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/830.svg
831,wooloo,normal,,42,40,55,40,45,48,6,60,"fluffy,run-away,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/831.svg
832,dubwool,normal,,72,80,100,60,90,88,13,430,"fluffy,steadfast,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/832.svg
833,chewtle,water,,50,64,50,38,38,44,3,85,"strong-jaw,shell-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/833.svg
834,drednaw,water,rock,90,115,90,48,68,74,10,1155,"strong-jaw,shell-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/834.svg
835,yamper,electric,,59,45,50,40,50,26,3,135,"ball-fetch,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/835.svg
836,boltund,electric,,69,90,60,90,60,121,10,340,"strong-jaw,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/836.svg
837,rolycoly,rock,,30,40,50,40,50,30,3,120,"steam-engine,heatproof,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/837.svg
838,carkol,rock,fire,80,60,90,60,70,50,11,780,"steam-engine,flame-body,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/838.svg
839,coalossal,rock,fire,110,80,120,80,90,30,28,3105,"steam-engine,flame-body,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/839.svg
840,applin,grass,dragon,40,40,80,40,40,20,2,5,"ripen,gluttony,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/840.svg
841,flapple,grass,dragon,70,110,80,95,60,70,3,10,"ripen,gluttony,hustle",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/841.svg
842,appletun,grass,dragon,110,85,80,100,80,30,4,130,"ripen,gluttony,thick-fat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/842.svg
843,silicobra,ground,,52,57,75,35,50,46,22,76,"sand-spit,shed-skin,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/843.svg
844,sandaconda,ground,,72,107,125,65,70,71,38,655,"sand-spit,shed-skin,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/844.svg
845,cramorant,flying,water,70,85,55,85,95,85,8,180,gulp-missile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/845.svg
846,arrokuda,water,,41,63,40,40,30,66,5,10,"swift-swim,propeller-tail",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/846.svg
847,barraskewda,water,,61,123,60,60,50,136,13,300,"swift-swim,propeller-tail",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/847.svg
848,toxel,electric,poison,40,38,35,54,35,40,4,110,"rattled,static,klutz",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/848.svg
849,toxtricity-amped,electric,poison,75,98,70,114,70,75,16,400,"punk-rock,plus,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/849.svg
850,sizzlipede,fire,bug,50,65,45,50,50,45,7,10,"flash-fire,white-smoke,flame-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/850.svg
851,centiskorch,fire,bug,100,115,65,90,90,65,30,1200,"flash-fire,white-smoke,flame-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/851.svg
852,clobbopus,fighting,,50,68,60,50,50,32,6,40,"limber,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/852.svg
853,grapploct,fighting,,80,118,90,70,80,42,16,390,"limber,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/853.svg
854,sinistea,ghost,,40,45,45,74,54,50,1,2,"weak-armor,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/854.svg
855,polteageist,ghost,,60,65,65,134,114,70,2,4,"weak-armor,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/855.svg
856,hatenna,psychic,,42,30,45,56,53,39,4,34,"healer,anticipation,magic-bounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/856.svg
857,hattrem,psychic,,57,40,65,86,73,49,6,48,"healer,anticipation,magic-bounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/857.svg
858,hatterene,psychic,fairy,57,90,95,136,103,29,21,51,"healer,anticipation,magic-bounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/858.svg
859,impidimp,dark,fairy,45,45,30,55,40,50,4,55,"prankster,frisk,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/859.svg
860,morgrem,dark,fairy,65,60,45,75,55,70,8,125,"prankster,frisk,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/860.svg
861,grimmsnarl,dark,fairy,95,120,65,95,75,60,15,610,"prankster,frisk,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/861.svg
862,obstagoon,dark,normal,93,90,101,60,81,95,16,460,"reckless,guts,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/862.svg
863,perrserker,steel,,70,110,100,50,60,50,8,280,"battle-armor,tough-claws,steely-spirit",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/863.svg
864,cursola,ghost,,60,95,50,145,130,30,10,4,"weak-armor,perish-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/864.svg
865,sirfetchd,fighting,,62,135,95,68,82,65,8,1170,"steadfast,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/865.svg
866,mr-rime,ice,psychic,80,85,75,110,100,70,15,582,"tangled-feet,screen-cleaner,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/866.svg
867,runerigus,ground,ghost,58,95,145,50,105,30,16,666,wandering-spirit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/867.svg
868,milcery,fairy,,45,40,40,50,61,34,2,3,"sweet-veil,aroma-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/868.svg
