id,name,name_norm,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,height,weight,abilities,sprite_png,sprite_svg,generation,legendary,weak_to,resist_to,immune_to
742,cutiefly,cutiefly,bug,fairy,40,45,40,55,40,84,304,1,2,"honey-gather,shield-dust,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/742.svg,,,"fire, flying, poison, rock, steel","bug, dark, fighting, grass, ground",dragon
743,ribombee,ribombee,bug,fairy,60,55,60,95,70,124,464,2,5,"honey-gather,shield-dust,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/743.svg,,,"fire, flying, poison, rock, steel","bug, dark, fighting, grass, ground",dragon
744,rockruff,rockruff,rock,nan,45,65,40,30,40,60,280,5,92,"keen-eye,vital-spirit,steadfast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/744.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
745,lycanroc-midday,lycanroc midday,rock,nan,75,115,65,55,65,112,487,8,250,"keen-eye,sand-rush,steadfast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/745.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
746,wishiwashi-solo,wishiwashi solo,water,nan,45,20,20,25,25,40,175,2,3,schooling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/746.svg,,,"electric, grass","fire, ice, steel, water",
747,mareanie,mareanie,poison,water,50,53,62,43,52,45,305,4,80,"merciless,limber,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/747.svg,,,"electric, ground, psychic","bug, fairy, fighting, fire, ice, poison, steel, water",
748,toxapex,toxapex,poison,water,50,63,152,53,142,35,495,7,145,"merciless,limber,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/748.svg,,,"electric, ground, psychic","bug, fairy, fighting, fire, ice, poison, steel, water",
749,mudbray,mudbray,ground,nan,70,100,70,45,55,45,385,10,1100,"own-tempo,stamina,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/749.svg,,,"grass, ice, water","poison, rock",electric
750,mudsdale,mudsdale,ground,nan,100,125,100,55,85,35,500,25,9200,"own-tempo,stamina,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/750.svg,,,"grass, ice, water","poison, rock",electric
751,dewpider,dewpider,water,bug,38,40,52,40,72,27,269,3,40,"water-bubble,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/751.svg,,,"electric, flying, rock","fighting, ground, ice, steel, water",
752,araquanid,araquanid,water,bug,68,70,92,50,132,42,454,18,820,"water-bubble,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/752.svg,,,"electric, flying, rock","fighting, ground, ice, steel, water",
753,fomantis,fomantis,grass,nan,40,55,35,50,35,35,250,3,15,"leaf-guard,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/753.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
754,lurantis,lurantis,grass,nan,70,105,90,80,90,45,480,9,185,"leaf-guard,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/754.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
755,morelull,morelull,grass,fairy,40,35,55,65,75,15,285,2,15,"illuminate,effect-spore,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/755.svg,,,"fire, flying, ice, poison, steel","dark, electric, fighting, grass, ground, water",dragon
756,shiinotic,shiinotic,grass,fairy,60,45,80,90,100,30,405,10,115,"illuminate,effect-spore,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/756.svg,,,"fire, flying, ice, poison, steel","dark, electric, fighting, grass, ground, water",dragon
757,salandit,salandit,poison,fire,48,44,40,71,40,77,320,6,48,"corrosion,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/757.svg,,,"ground, psychic, rock, water","bug, fairy, fighting, fire, grass, ice, poison, steel",
758,salazzle,salazzle,poison,fire,68,64,60,111,60,117,480,12,222,"corrosion,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/758.svg,,,"ground, psychic, rock, water","bug, fairy, fighting, fire, grass, ice, poison, steel",
759,stufful,stufful,normal,fighting,70,75,50,45,50,50,340,5,68,"fluffy,klutz,cute-charm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/759.svg,,,"fairy, fighting, flying, psychic","bug, dark, rock",ghost
760,bewear,bewear,normal,fighting,120,125,80,55,60,60,500,21,1350,"fluffy,klutz,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/760.svg,,,"fairy, fighting, flying, psychic","bug, dark, rock",ghost
761,bounsweet,bounsweet,grass,nan,42,30,38,30,38,32,210,3,32,"leaf-guard,oblivious,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/761.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
762,steenee,steenee,grass,nan,52,40,48,40,48,62,290,7,82,"leaf-guard,oblivious,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/762.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
763,tsareena,tsareena,grass,nan,72,120,98,50,98,72,510,12,214,"leaf-guard,queenly-majesty,sweet-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/763.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
764,comfey,comfey,fairy,nan,51,52,90,82,110,100,485,1,3,"flower-veil,triage,natural-cure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/764.svg,,,"poison, steel","bug, dark, fighting",dragon
765,oranguru,oranguru,normal,psychic,90,60,80,90,110,60,490,15,760,"inner-focus,telepathy,symbiosis",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/765.svg,,,"bug, dark",psychic,ghost
766,passimian,passimian,fighting,nan,100,120,90,40,60,80,490,20,828,"receiver,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/766.svg,,,"fairy, flying, psychic","bug, dark, rock",
767,wimpod,wimpod,bug,water,25,35,40,20,30,80,230,5,120,wimp-out,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/767.svg,,,"electric, flying, rock","fighting, ground, ice, steel, water",
768,golisopod,golisopod,bug,water,75,125,140,60,90,40,530,20,1080,emergency-exit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/768.svg,,,"electric, flying, rock","fighting, ground, ice, steel, water",
769,sandygast,sandygast,ghost,ground,55,55,80,70,45,15,320,5,700,"water-compaction,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/769.svg,,,"dark, ghost, grass, ice, water","bug, poison, rock","electric, fighting, normal"
770,palossand,palossand,ghost,ground,85,75,110,100,75,35,480,13,2500,"water-compaction,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/770.svg,,,"dark, ghost, grass, ice, water","bug, poison, rock","electric, fighting, normal"
771,pyukumuku,pyukumuku,water,nan,55,60,130,30,130,5,410,3,12,"innards-out,unaware",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/771.svg,,,"electric, grass","fire, ice, steel, water",
772,type-null,type null,normal,nan,95,95,95,95,95,59,534,19,1205,battle-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/772.svg,,,fighting,,ghost
773,silvally,silvally,normal,nan,95,95,95,95,95,95,570,23,1005,rks-system,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/773.svg,,,fighting,,ghost
774,minior-red-meteor,minior red meteor,rock,flying,60,60,100,60,100,60,440,3,400,shields-down,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/774.svg,,,"electric, ice, rock, steel, water","bug, fire, flying, normal, poison",ground
775,komala,komala,normal,nan,65,115,65,75,95,65,480,4,199,comatose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/775.svg,,,fighting,,ghost
776,turtonator,turtonator,fire,dragon,60,78,135,91,85,36,485,20,2120,shell-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/776.svg,,,"dragon, ground, rock","bug, electric, fire, grass, steel",
777,togedemaru,togedemaru,electric,steel,65,98,63,40,73,96,435,3,33,"iron-barbs,lightning-rod,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/777.svg,,,"fighting, fire, ground","bug, dragon, electric, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
778,mimikyu-disguised,mimikyu disguised,ghost,fairy,55,90,80,50,105,96,476,2,7,disguise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/778.svg,,,"ghost, steel",bug,"dragon, fighting, normal"
779,bruxish,bruxish,water,psychic,68,105,70,70,70,92,475,9,190,"dazzling,strong-jaw,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/779.svg,,,"bug, dark, electric, ghost, grass","fighting, fire, ice, psychic, steel, water",
780,drampa,drampa,normal,dragon,78,60,85,135,91,36,485,30,1850,"berserk,sap-sipper,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/780.svg,,,"dragon, fairy, fighting, ice","electric, fire, grass, water",ghost
781,dhelmise,dhelmise,ghost,grass,70,131,100,86,90,40,517,39,2100,steelworker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/781.svg,,,"dark, fire, flying, ghost, ice","electric, grass, ground, water","fighting, normal"
782,jangmo-o,jangmo o,dragon,nan,45,55,65,45,45,45,300,6,297,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/782.svg,,,"dragon, fairy, ice","electric, fire, grass, water",
783,hakamo-o,hakamo o,dragon,fighting,55,75,90,65,70,65,420,12,470,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/783.svg,,,"dragon, fairy, flying, ice, psychic","bug, dark, electric, fire, grass, rock, water",
784,kommo-o,kommo o,dragon,fighting,75,110,125,100,105,85,600,16,782,"bulletproof,soundproof,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/784.svg,,,"dragon, fairy, flying, ice, psychic","bug, dark, electric, fire, grass, rock, water",
785,tapu-koko,tapu koko,electric,fairy,70,115,85,95,75,130,570,18,205,"electric-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/785.svg,,,"ground, poison","bug, dark, electric, fighting, flying",dragon
786,tapu-lele,tapu lele,psychic,fairy,70,85,75,130,115,95,570,12,186,"psychic-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/786.svg,,,"ghost, poison, steel","fighting, psychic",dragon
787,tapu-bulu,tapu bulu,grass,fairy,70,130,115,85,95,75,570,19,455,"grassy-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/787.svg,,,"fire, flying, ice, poison, steel","dark, electric, fighting, grass, ground, water",dragon
788,tapu-fini,tapu fini,water,fairy,70,75,115,95,130,85,570,13,212,"misty-surge,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/788.svg,,,"electric, grass, poison","bug, dark, fighting, fire, ice, water",dragon
789,cosmog,cosmog,psychic,nan,43,29,31,29,31,37,200,2,1,unaware,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/789.svg,,,"bug, dark, ghost","fighting, psychic",
790,cosmoem,cosmoem,psychic,nan,43,29,131,29,131,37,400,1,9999,sturdy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/790.svg,,,"bug, dark, ghost","fighting, psychic",
791,solgaleo,solgaleo,psychic,steel,137,137,107,113,89,97,680,34,2300,full-metal-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/791.svg,,,"dark, fire, ghost, ground","dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
792,lunala,lunala,psychic,ghost,137,113,89,137,107,97,680,40,1200,shadow-shield,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/792.svg,,,"dark, ghost","poison, psychic","fighting, normal"
793,nihilego,nihilego,rock,poison,109,53,47,127,131,103,570,12,555,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/793.svg,,,"ground, psychic, steel, water","bug, fairy, fire, flying, normal, poison",
794,buzzwole,buzzwole,bug,fighting,107,139,139,53,53,79,570,24,3336,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/794.svg,,,"fairy, fire, flying, psychic","bug, dark, fighting, grass, ground",
795,pheromosa,pheromosa,bug,fighting,71,137,37,137,37,151,570,18,250,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/795.svg,,,"fairy, fire, flying, psychic","bug, dark, fighting, grass, ground",
796,xurkitree,xurkitree,electric,nan,83,89,71,173,71,83,570,38,1000,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/796.svg,,,ground,"electric, flying, steel",
797,celesteela,celesteela,steel,flying,97,101,103,107,101,61,570,92,9999,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/797.svg,,,"electric, fire","bug, dragon, fairy, flying, grass, normal, psychic, steel","ground, poison"
798,kartana,kartana,grass,steel,59,181,131,59,31,109,570,3,1,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/798.svg,,,"fighting, fire","dragon, electric, fairy, grass, normal, psychic, rock, steel, water",poison
799,guzzlord,guzzlord,dark,dragon,223,101,53,97,53,43,570,55,8880,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/799.svg,,,"bug, dragon, fairy, fighting, ice","dark, electric, fire, ghost, grass, water",psychic
800,necrozma,necrozma,psychic,nan,97,107,101,127,89,79,600,24,2300,prism-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/800.svg,,,"bug, dark, ghost","fighting, psychic",
801,magearna,magearna,steel,fairy,80,95,115,130,115,65,600,10,805,soul-heart,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/801.svg,,,"fire, ground","bug, dark, fairy, flying, grass, ice, normal, psychic, rock","dragon, poison"
802,marshadow,marshadow,fighting,ghost,90,125,80,90,90,125,600,7,222,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/802.svg,,,"fairy, flying, ghost, psychic","bug, poison, rock","fighting, normal"
803,poipole,poipole,poison,nan,67,73,67,73,67,73,420,6,18,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/803.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
804,naganadel,naganadel,poison,dragon,73,73,73,127,73,121,540,36,1500,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/804.svg,,,"dragon, ground, ice, psychic","bug, electric, fighting, fire, grass, poison, water",
805,stakataka,stakataka,rock,steel,61,131,211,53,101,13,570,55,8200,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/805.svg,,,"fighting, ground, water","bug, dragon, fairy, flying, ice, normal, psychic, rock",poison
806,blacephalon,blacephalon,fire,ghost,53,127,53,151,79,107,570,18,130,beast-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/806.svg,,,"dark, ghost, ground, rock, water","bug, fairy, fire, grass, ice, poison, steel","fighting, normal"
807,zeraora,zeraora,electric,nan,88,112,75,102,80,143,600,15,445,volt-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/807.svg,,,ground,"electric, flying, steel",
808,meltan,meltan,steel,nan,46,65,65,55,35,34,300,2,80,magnet-pull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/808.svg,,,"fighting, fire, ground","bug, dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
809,melmetal,melmetal,steel,nan,135,143,143,80,65,34,600,25,8000,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/809.svg,,,"fighting, fire, ground","bug, dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
810,grookey,grookey,grass,nan,50,65,50,40,40,65,310,3,50,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/810.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
811,thwackey,thwackey,grass,nan,70,85,70,55,60,80,420,7,140,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/811.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
812,rillaboom,rillaboom,grass,nan,100,125,90,60,70,85,530,21,900,"overgrow,grassy-surge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/812.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
813,scorbunny,scorbunny,fire,nan,50,71,40,40,40,69,310,3,45,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/813.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
814,raboot,raboot,fire,nan,65,86,60,55,60,94,420,6,90,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/814.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
815,cinderace,cinderace,fire,nan,80,116,75,65,75,119,530,14,330,"blaze,libero",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/815.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
816,sobble,sobble,water,nan,50,40,40,70,40,70,310,3,40,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/816.svg,,,"electric, grass","fire, ice, steel, water",
817,drizzile,drizzile,water,nan,65,60,55,95,55,90,420,7,115,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/817.svg,,,"electric, grass","fire, ice, steel, water",
818,inteleon,inteleon,water,nan,70,85,65,125,65,120,530,19,452,"torrent,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/818.svg,,,"electric, grass","fire, ice, steel, water",
819,skwovet,skwovet,normal,nan,70,55,55,35,35,25,275,3,25,"cheek-pouch,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/819.svg,,,fighting,,ghost
820,greedent,greedent,normal,nan,120,95,95,55,75,20,460,6,60,"cheek-pouch,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/820.svg,,,fighting,,ghost
821,rookidee,rookidee,flying,nan,38,47,35,33,35,57,245,2,18,"keen-eye,unnerve,big-pecks",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/821.svg,,,"electric, ice, rock","bug, fighting, grass",ground
822,corvisquire,corvisquire,flying,nan,68,67,55,43,55,77,365,8,160,"keen-eye,unnerve,big-pecks",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/822.svg,,,"electric, ice, rock","bug, fighting, grass",ground
823,corviknight,corviknight,flying,steel,98,87,105,53,85,67,495,22,750,"pressure,unnerve,mirror-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/823.svg,,,"electric, fire","bug, dragon, fairy, flying, grass, normal, psychic, steel","ground, poison"
824,blipbug,blipbug,bug,nan,25,20,20,25,45,45,180,4,80,"swarm,compound-eyes,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/824.svg,,,"fire, flying, rock","fighting, grass, ground",
